PRODUCTID,PRODUCT,TYPE,UNITPRICE,UNIT,QTY,TOTALSALES,CURRENCY,STORE,COUNTRY,YEAR
4,grapes,fruits,28.272,kg,1247,111773.35,CZK,Store C,Czech Republic,2022
5,orange,fruits,18.848,kg,3725,181982.15,CZK,Store C,Czech Republic,2022
6,kiwi,fruits,21.204,piece,1777,219661.66,CZK,Store C,Czech Republic,2022
7,watermelon,fruits,117.8,kg,3135,588964.66,CZK,Store C,Czech Republic,2022
8,pomegranate,fruits,58.9,kg,1238,661882.86,CZK,Store C,Czech Republic,2022
9,pineapple,fruits,35.339999999999996,piece,252,670788.54,CZK,Store C,Czech Republic,2022
10,mango,fruits,47.12,piece,2316,779918.46,CZK,Store C,Czech Republic,2022
11,cucumber,vegetables,9.424,piece,1785,796740.3,CZK,Store C,Czech Republic,2022
12,carrot,vegetables,7.068,kg,1817,809582.86,CZK,Store C,Czech Republic,2022
13,capsicum,vegetables,11.78,kg,4904,867351.98,CZK,Store C,Czech Republic,2022
14,onion,vegetables,4.712,kg,3611,884367.01,CZK,Store C,Czech Republic,2022
15,potato,vegetables,7.068,kg,2588,902658.99,CZK,Store C,Czech Republic,2022
16,lemon,vegetables,9.424,kg,698,909236.94,CZK,Store C,Czech Republic,2022
17,tomato,vegetables,14.136,kg,3157,953864.3,CZK,Store C,Czech Republic,2022
18,raddish,vegetables,7.068,kg,5622,993600.59,CZK,Store C,Czech Republic,2022
19,beetroot,vegetables,9.424,kg,965,1002694.75,CZK,Store C,Czech Republic,2022
20,cabbage,vegetables,11.78,piece,377,1007135.81,CZK,Store C,Czech Republic,2022
21,lettuce,vegetables,14.136,piece,1524,1028679.08,CZK,Store C,Czech Republic,2022
22,spinach,vegetables,16.491999999999997,kg,3141,1080480.45,CZK,Store C,Czech Republic,2022
23,soy bean,vegetables,18.848,kg,1912,1116517.82,CZK,Store C,Czech Republic,2022
24,cauliflower,vegetables,14.136,piece,2843,1156706.47,CZK,Store C,Czech Republic,2022
25,bell pepper,vegetables,16.491999999999997,kg,547,1165727.6,CZK,Store C,Czech Republic,2022
26,chilli pepper,vegetables,11.78,kg,3113,1202398.74,CZK,Store C,Czech Republic,2022
27,turnip,vegetables,9.424,kg,1715,1218560.9,CZK,Store C,Czech Republic,2022
28,corn,vegetables,7.068,kg,3711,1244790.24,CZK,Store C,Czech Republic,2022
29,sweetcorn,vegetables,9.424,kg,4357,1285850.61,CZK,Store C,Czech Republic,2022
30,sweet potato,vegetables,11.78,kg,4235,1335738.91,CZK,Store C,Czech Republic,2022
31,paprika,vegetables,47.12,kg,3613,1505983.47,CZK,Store C,Czech Republic,2022
32,jalepeno,vegetables,47.12,kg,2950,1644987.47,CZK,Store C,Czech Republic,2022
33,ginger,vegetables,35.339999999999996,kg,806,1673471.51,CZK,Store C,Czech Republic,2022
34,garlic,vegetables,35.339999999999996,kg,737,1699517.09,CZK,Store C,Czech Republic,2022
35,peas,vegetables,70.67999999999999,kg,1461,1802780.57,CZK,Store C,Czech Republic,2022
36,eggplant,vegetables,35.339999999999996,kg,1268,1847591.69,CZK,Store C,Czech Republic,2022
1,banana,fruits,11.78,kg,145,1708.1,CZK,Store D,Czech Republic,2022
2,apple,fruits,16.491999999999997,kg,5710,95877.42,CZK,Store D,Czech Republic,2022
3,pear,fruits,14.136,kg,544,103567.4,CZK,Store D,Czech Republic,2022
4,grapes,fruits,28.272,kg,2203,165850.62,CZK,Store D,Czech Republic,2022
5,orange,fruits,18.848,kg,207,169752.16,CZK,Store D,Czech Republic,2022
6,kiwi,fruits,21.204,piece,1232,195875.48,CZK,Store D,Czech Republic,2022
7,watermelon,fruits,117.8,kg,5820,881471.48,CZK,Store D,Czech Republic,2022
8,pomegranate,fruits,58.9,kg,3147,1066829.78,CZK,Store D,Czech Republic,2022
9,pineapple,fruits,35.339999999999996,piece,1650,1125140.78,CZK,Store D,Czech Republic,2022
10,mango,fruits,47.12,piece,175,1133386.78,CZK,Store D,Czech Republic,2022
11,cucumber,vegetables,9.424,piece,3464,1166031.52,CZK,Store D,Czech Republic,2022
12,carrot,vegetables,7.068,kg,5638,1205880.9,CZK,Store D,Czech Republic,2022
13,capsicum,vegetables,11.78,kg,279,1209167.52,CZK,Store D,Czech Republic,2022
14,onion,vegetables,4.712,kg,1763,1217474.78,CZK,Store D,Czech Republic,2022
15,potato,vegetables,7.068,kg,67,1217948.34,CZK,Store D,Czech Republic,2022
16,lemon,vegetables,9.424,kg,2364,1240226.67,CZK,Store D,Czech Republic,2022
17,tomato,vegetables,14.136,kg,216,1243280.05,CZK,Store D,Czech Republic,2022
18,raddish,vegetables,7.068,kg,275,1245223.75,CZK,Store D,Czech Republic,2022
19,beetroot,vegetables,9.424,kg,128,1246430.02,CZK,Store D,Czech Republic,2022
20,cabbage,vegetables,11.78,piece,82,1247395.98,CZK,Store D,Czech Republic,2022
21,lettuce,vegetables,14.136,piece,1015,1261744.02,CZK,Store D,Czech Republic,2022
22,spinach,vegetables,16.491999999999997,kg,2644,1305348.87,CZK,Store D,Czech Republic,2022
23,soy bean,vegetables,18.848,kg,2111,1345137.0,CZK,Store D,Czech Republic,2022
24,cauliflower,vegetables,14.136,piece,546,1352855.25,CZK,Store D,Czech Republic,2022
25,bell pepper,vegetables,16.491999999999997,kg,651,1363591.54,CZK,Store D,Czech Republic,2022
26,chilli pepper,vegetables,11.78,kg,1452,1380696.1,CZK,Store D,Czech Republic,2022
27,turnip,vegetables,9.424,kg,2373,1403059.26,CZK,Store D,Czech Republic,2022
28,corn,vegetables,7.068,kg,5631,1442859.16,CZK,Store D,Czech Republic,2022
29,sweetcorn,vegetables,9.424,kg,1637,1458286.25,CZK,Store D,Czech Republic,2022
30,sweet potato,vegetables,11.78,kg,3364,1497914.17,CZK,Store D,Czech Republic,2022
31,paprika,vegetables,47.12,kg,2234,1603180.25,CZK,Store D,Czech Republic,2022
32,jalepeno,vegetables,47.12,kg,5034,1840382.33,CZK,Store D,Czech Republic,2022
33,ginger,vegetables,35.339999999999996,kg,1231,1883885.87,CZK,Store D,Czech Republic,2022
34,garlic,vegetables,35.339999999999996,kg,669,1907528.33,CZK,Store D,Czech Republic,2022
35,peas,vegetables,70.67999999999999,kg,2881,2111157.41,CZK,Store D,Czech Republic,2022
36,eggplant,vegetables,35.339999999999996,kg,2844,2211664.37,CZK,Store D,Czech Republic,2022
1,banana,fruits,11.78,kg,617,7268.26,CZK,Store E,Czech Republic,2022
2,apple,fruits,16.491999999999997,kg,1301,28724.35,CZK,Store E,Czech Republic,2022
3,pear,fruits,14.136,kg,1483,49688.04,CZK,Store E,Czech Republic,2022
4,grapes,fruits,28.272,kg,472,63032.42,CZK,Store E,Czech Republic,2022
5,orange,fruits,18.848,kg,4749,152541.58,CZK,Store E,Czech Republic,2022
6,kiwi,fruits,21.204,piece,2440,204279.34,CZK,Store E,Czech Republic,2022
7,watermelon,fruits,117.8,kg,3040,562391.34,CZK,Store E,Czech Republic,2022
8,pomegranate,fruits,58.9,kg,1059,624766.44,CZK,Store E,Czech Republic,2022
9,pineapple,fruits,35.339999999999996,piece,1777,687565.62,CZK,Store E,Czech Republic,2022
10,mango,fruits,47.12,piece,655,718429.22,CZK,Store E,Czech Republic,2022
11,cucumber,vegetables,9.424,piece,4868,764305.25,CZK,Store E,Czech Republic,2022
12,carrot,vegetables,7.068,kg,4175,793814.15,CZK,Store E,Czech Republic,2022
13,capsicum,vegetables,11.78,kg,1695,813781.25,CZK,Store E,Czech Republic,2022
14,onion,vegetables,4.712,kg,5662,840460.59,CZK,Store E,Czech Republic,2022
15,potato,vegetables,7.068,kg,1714,852575.14,CZK,Store E,Czech Republic,2022
16,lemon,vegetables,9.424,kg,3912,889441.83,CZK,Store E,Czech Republic,2022
17,tomato,vegetables,14.136,kg,1149,905684.1,CZK,Store E,Czech Republic,2022
18,raddish,vegetables,7.068,kg,3420,929856.66,CZK,Store E,Czech Republic,2022
19,beetroot,vegetables,9.424,kg,356,933211.6,CZK,Store E,Czech Republic,2022
20,cabbage,vegetables,11.78,piece,176,935284.88,CZK,Store E,Czech Republic,2022
21,lettuce,vegetables,14.136,piece,1699,959301.94,CZK,Store E,Czech Republic,2022
22,spinach,vegetables,16.491999999999997,kg,924,974540.55,CZK,Store E,Czech Republic,2022
23,soy bean,vegetables,18.848,kg,1083,994952.94,CZK,Store E,Czech Republic,2022
24,cauliflower,vegetables,14.136,piece,1731,1019422.35,CZK,Store E,Czech Republic,2022
25,bell pepper,vegetables,16.491999999999997,kg,841,1033292.12,CZK,Store E,Czech Republic,2022
26,chilli pepper,vegetables,11.78,kg,1125,1046544.62,CZK,Store E,Czech Republic,2022
27,turnip,vegetables,9.424,kg,4636,1090234.29,CZK,Store E,Czech Republic,2022
28,corn,vegetables,7.068,kg,2534,1108144.6,CZK,Store E,Czech Republic,2022
29,sweetcorn,vegetables,9.424,kg,1064,1118171.74,CZK,Store E,Czech Republic,2022
30,sweet potato,vegetables,11.78,kg,1413,1134816.88,CZK,Store E,Czech Republic,2022
31,paprika,vegetables,47.12,kg,5995,1417301.28,CZK,Store E,Czech Republic,2022
32,jalepeno,vegetables,47.12,kg,3509,1582645.36,CZK,Store E,Czech Republic,2022
33,ginger,vegetables,35.339999999999996,kg,1692,1642440.64,CZK,Store E,Czech Republic,2022
34,garlic,vegetables,35.339999999999996,kg,819,1671384.1,CZK,Store E,Czech Republic,2022
35,peas,vegetables,70.67999999999999,kg,434,1702059.22,CZK,Store E,Czech Republic,2022
36,eggplant,vegetables,35.339999999999996,kg,1840,1767084.82,CZK,Store E,Czech Republic,2022
1,banana,fruits,11.78,kg,2787,32830.86,CZK,Store A,Czech Republic,2023
2,apple,fruits,16.491999999999997,kg,1032,49850.6,CZK,Store A,Czech Republic,2023
3,pear,fruits,14.136,kg,1532,71506.96,CZK,Store A,Czech Republic,2023
4,grapes,fruits,28.272,kg,1983,127570.33,CZK,Store A,Czech Republic,2023
5,orange,fruits,18.848,kg,3455,192690.17,CZK,Store A,Czech Republic,2023
6,kiwi,fruits,21.204,piece,2096,237133.76,CZK,Store A,Czech Republic,2023
7,watermelon,fruits,117.8,kg,2838,571450.16,CZK,Store A,Czech Republic,2023
8,pomegranate,fruits,58.9,kg,2038,691488.36,CZK,Store A,Czech Republic,2023
9,pineapple,fruits,35.339999999999996,piece,3445,813234.66,CZK,Store A,Czech Republic,2023
10,mango,fruits,47.12,piece,5951,1093645.78,CZK,Store A,Czech Republic,2023
11,cucumber,vegetables,9.424,piece,4253,1133726.05,CZK,Store A,Czech Republic,2023
12,carrot,vegetables,7.068,kg,4616,1166351.94,CZK,Store A,Czech Republic,2023
13,capsicum,vegetables,11.78,kg,5692,1233403.7,CZK,Store A,Czech Republic,2023
14,onion,vegetables,4.712,kg,2005,1242851.26,CZK,Store A,Czech Republic,2023
15,potato,vegetables,7.068,kg,1744,1255177.85,CZK,Store A,Czech Republic,2023
16,lemon,vegetables,9.424,kg,1146,1265977.75,CZK,Store A,Czech Republic,2023
17,tomato,vegetables,14.136,kg,3968,1322069.4,CZK,Store A,Czech Republic,2023
18,raddish,vegetables,7.068,kg,568,1326084.02,CZK,Store A,Czech Republic,2023
19,beetroot,vegetables,9.424,kg,2675,1351293.22,CZK,Store A,Czech Republic,2023
20,cabbage,vegetables,11.78,piece,2028,1375183.06,CZK,Store A,Czech Republic,2023
21,lettuce,vegetables,14.136,piece,176,1377671.0,CZK,Store A,Czech Republic,2023
22,spinach,vegetables,16.491999999999997,kg,1500,1402409.0,CZK,Store A,Czech Republic,2023
23,soy bean,vegetables,18.848,kg,2490,1449340.52,CZK,Store A,Czech Republic,2023
24,cauliflower,vegetables,14.136,piece,1590,1471816.76,CZK,Store A,Czech Republic,2023
25,bell pepper,vegetables,16.491999999999997,kg,3293,1526124.92,CZK,Store A,Czech Republic,2023
26,chilli pepper,vegetables,11.78,kg,962,1537457.28,CZK,Store A,Czech Republic,2023
27,turnip,vegetables,9.424,kg,1274,1549463.45,CZK,Store A,Czech Republic,2023
28,corn,vegetables,7.068,kg,3030,1570879.49,CZK,Store A,Czech Republic,2023
29,sweetcorn,vegetables,9.424,kg,4078,1609310.56,CZK,Store A,Czech Republic,2023
30,sweet potato,vegetables,11.78,kg,1992,1632776.32,CZK,Store A,Czech Republic,2023
31,paprika,vegetables,47.12,kg,808,1670849.28,CZK,Store A,Czech Republic,2023
32,jalepeno,vegetables,47.12,kg,1059,1720749.36,CZK,Store A,Czech Republic,2023
33,ginger,vegetables,35.339999999999996,kg,1159,1761708.42,CZK,Store A,Czech Republic,2023
34,garlic,vegetables,35.339999999999996,kg,1552,1816556.1,CZK,Store A,Czech Republic,2023
35,peas,vegetables,70.67999999999999,kg,1277,1906814.46,CZK,Store A,Czech Republic,2023
36,eggplant,vegetables,35.339999999999996,kg,1357,1954770.84,CZK,Store A,Czech Republic,2023
1,banana,fruits,11.78,kg,2138,25185.64,CZK,Store B,Czech Republic,2023
2,apple,fruits,16.491999999999997,kg,782,38082.38,CZK,Store B,Czech Republic,2023
3,pear,fruits,14.136,kg,1990,66213.02,CZK,Store B,Czech Republic,2023
4,grapes,fruits,28.272,kg,69,68163.79,CZK,Store B,Czech Republic,2023
5,orange,fruits,18.848,kg,409,75872.62,CZK,Store B,Czech Republic,2023
6,kiwi,fruits,21.204,piece,348,83251.62,CZK,Store B,Czech Republic,2023
7,watermelon,fruits,117.8,kg,1993,318027.02,CZK,Store B,Czech Republic,2023
8,pomegranate,fruits,58.9,kg,294,335343.62,CZK,Store B,Czech Republic,2023
9,pineapple,fruits,35.339999999999996,piece,3997,476597.6,CZK,Store B,Czech Republic,2023
10,mango,fruits,47.12,piece,5205,721857.2,CZK,Store B,Czech Republic,2023
11,cucumber,vegetables,9.424,piece,1165,732836.16,CZK,Store B,Czech Republic,2023
12,carrot,vegetables,7.068,kg,1705,744887.1,CZK,Store B,Czech Republic,2023
13,capsicum,vegetables,11.78,kg,4738,800700.74,CZK,Store B,Czech Republic,2023
14,onion,vegetables,4.712,kg,3278,816146.67,CZK,Store B,Czech Republic,2023
15,potato,vegetables,7.068,kg,3086,837958.52,CZK,Store B,Czech Republic,2023
16,lemon,vegetables,9.424,kg,327,841040.17,CZK,Store B,Czech Republic,2023
17,tomato,vegetables,14.136,kg,521,848405.02,CZK,Store B,Czech Republic,2023
18,raddish,vegetables,7.068,kg,1489,858929.28,CZK,Store B,Czech Republic,2023
19,beetroot,vegetables,9.424,kg,3000,887201.28,CZK,Store B,Czech Republic,2023
20,cabbage,vegetables,11.78,piece,3348,926640.72,CZK,Store B,Czech Republic,2023
21,lettuce,vegetables,14.136,piece,94,927969.5,CZK,Store B,Czech Republic,2023
22,spinach,vegetables,16.491999999999997,kg,2358,966857.64,CZK,Store B,Czech Republic,2023
23,soy bean,vegetables,18.848,kg,429,974943.43,CZK,Store B,Czech Republic,2023
24,cauliflower,vegetables,14.136,piece,326,979551.76,CZK,Store B,Czech Republic,2023
25,bell pepper,vegetables,16.491999999999997,kg,4650,1056239.56,CZK,Store B,Czech Republic,2023
26,chilli pepper,vegetables,11.78,kg,690,1064367.76,CZK,Store B,Czech Republic,2023
27,turnip,vegetables,9.424,kg,2131,1084450.31,CZK,Store B,Czech Republic,2023
28,corn,vegetables,7.068,kg,3886,1111916.56,CZK,Store B,Czech Republic,2023
29,sweetcorn,vegetables,9.424,kg,3390,1143863.92,CZK,Store B,Czech Republic,2023
30,sweet potato,vegetables,11.78,kg,2003,1167459.26,CZK,Store B,Czech Republic,2023
31,paprika,vegetables,47.12,kg,1647,1245065.9,CZK,Store B,Czech Republic,2023
32,jalepeno,vegetables,47.12,kg,4425,1453571.9,CZK,Store B,Czech Republic,2023
33,ginger,vegetables,35.339999999999996,kg,1919,1521389.36,CZK,Store B,Czech Republic,2023
34,garlic,vegetables,35.339999999999996,kg,3680,1651440.56,CZK,Store B,Czech Republic,2023
35,peas,vegetables,70.67999999999999,kg,2071,1797818.84,CZK,Store B,Czech Republic,2023
36,eggplant,vegetables,35.339999999999996,kg,1170,1839166.64,CZK,Store B,Czech Republic,2023
1,banana,fruits,11.78,kg,1669,19660.82,CZK,Store C,Czech Republic,2023
2,apple,fruits,16.491999999999997,kg,1518,44695.68,CZK,Store C,Czech Republic,2023
3,pear,fruits,14.136,kg,867,56951.59,CZK,Store C,Czech Republic,2023
4,grapes,fruits,28.272,kg,5776,220250.66,CZK,Store C,Czech Republic,2023
5,orange,fruits,18.848,kg,726,233934.31,CZK,Store C,Czech Republic,2023
6,kiwi,fruits,21.204,piece,2038,277148.06,CZK,Store C,Czech Republic,2023
7,watermelon,fruits,117.8,kg,1579,463154.26,CZK,Store C,Czech Republic,2023
8,pomegranate,fruits,58.9,kg,2178,591438.46,CZK,Store C,Czech Republic,2023
9,pineapple,fruits,35.339999999999996,piece,593,612395.08,CZK,Store C,Czech Republic,2023
10,mango,fruits,47.12,piece,399,631195.96,CZK,Store C,Czech Republic,2023
11,cucumber,vegetables,9.424,piece,1979,649846.06,CZK,Store C,Czech Republic,2023
12,carrot,vegetables,7.068,kg,1957,663678.13,CZK,Store C,Czech Republic,2023
13,capsicum,vegetables,11.78,kg,1793,684799.67,CZK,Store C,Czech Republic,2023
14,onion,vegetables,4.712,kg,1035,689676.59,CZK,Store C,Czech Republic,2023
15,potato,vegetables,7.068,kg,5769,730451.88,CZK,Store C,Czech Republic,2023
16,lemon,vegetables,9.424,kg,608,736181.68,CZK,Store C,Czech Republic,2023
17,tomato,vegetables,14.136,kg,1348,755237.0,CZK,Store C,Czech Republic,2023
18,raddish,vegetables,7.068,kg,2043,769676.93,CZK,Store C,Czech Republic,2023
19,beetroot,vegetables,9.424,kg,702,776292.58,CZK,Store C,Czech Republic,2023
20,cabbage,vegetables,11.78,piece,2351,803987.36,CZK,Store C,Czech Republic,2023
21,lettuce,vegetables,14.136,piece,1523,825516.48,CZK,Store C,Czech Republic,2023
22,spinach,vegetables,16.491999999999997,kg,854,839600.65,CZK,Store C,Czech Republic,2023
23,soy bean,vegetables,18.848,kg,3222,900328.91,CZK,Store C,Czech Republic,2023
24,cauliflower,vegetables,14.136,piece,4455,963304.79,CZK,Store C,Czech Republic,2023
25,bell pepper,vegetables,16.491999999999997,kg,420,970231.43,CZK,Store C,Czech Republic,2023
26,chilli pepper,vegetables,11.78,kg,540,976592.63,CZK,Store C,Czech Republic,2023
27,turnip,vegetables,9.424,kg,5494,1028368.08,CZK,Store C,Czech Republic,2023
28,corn,vegetables,7.068,kg,2803,1048179.69,CZK,Store C,Czech Republic,2023
29,sweetcorn,vegetables,9.424,kg,5172,1096920.62,CZK,Store C,Czech Republic,2023
30,sweet potato,vegetables,11.78,kg,3122,1133697.78,CZK,Store C,Czech Republic,2023
31,paprika,vegetables,47.12,kg,4721,1356151.3,CZK,Store C,Czech Republic,2023
32,jalepeno,vegetables,47.12,kg,276,1369156.42,CZK,Store C,Czech Republic,2023
33,ginger,vegetables,35.339999999999996,kg,2076,1442522.26,CZK,Store C,Czech Republic,2023
34,garlic,vegetables,35.339999999999996,kg,3173,1554656.08,CZK,Store C,Czech Republic,2023
35,peas,vegetables,70.67999999999999,kg,3751,1819776.76,CZK,Store C,Czech Republic,2023
36,eggplant,vegetables,35.339999999999996,kg,1211,1862573.5,CZK,Store C,Czech Republic,2023
1,banana,fruits,11.78,kg,1682,19813.96,CZK,Store D,Czech Republic,2023
2,apple,fruits,16.491999999999997,kg,1339,41896.75,CZK,Store D,Czech Republic,2023
3,pear,fruits,14.136,kg,2159,72416.37,CZK,Store D,Czech Republic,2023
4,grapes,fruits,28.272,kg,482,86043.48,CZK,Store D,Czech Republic,2023
5,orange,fruits,18.848,kg,3804,157741.27,CZK,Store D,Czech Republic,2023
6,kiwi,fruits,21.204,piece,5887,282569.22,CZK,Store D,Czech Republic,2023
7,watermelon,fruits,117.8,kg,1864,502148.42,CZK,Store D,Czech Republic,2023
8,pomegranate,fruits,58.9,kg,1197,572651.72,CZK,Store D,Czech Republic,2023
9,pineapple,fruits,35.339999999999996,piece,717,597990.5,CZK,Store D,Czech Republic,2023
10,mango,fruits,47.12,piece,2083,696141.46,CZK,Store D,Czech Republic,2023
11,cucumber,vegetables,9.424,piece,1813,713227.17,CZK,Store D,Czech Republic,2023
12,carrot,vegetables,7.068,kg,1895,726621.03,CZK,Store D,Czech Republic,2023
13,capsicum,vegetables,11.78,kg,334,730555.55,CZK,Store D,Czech Republic,2023
14,onion,vegetables,4.712,kg,996,735248.7,CZK,Store D,Czech Republic,2023
15,potato,vegetables,7.068,kg,1516,745963.79,CZK,Store D,Czech Republic,2023
16,lemon,vegetables,9.424,kg,187,747726.08,CZK,Store D,Czech Republic,2023
17,tomato,vegetables,14.136,kg,973,761480.4,CZK,Store D,Czech Republic,2023
18,raddish,vegetables,7.068,kg,1788,774117.99,CZK,Store D,Czech Republic,2023
19,beetroot,vegetables,9.424,kg,972,783278.12,CZK,Store D,Czech Republic,2023
20,cabbage,vegetables,11.78,piece,130,784809.52,CZK,Store D,Czech Republic,2023
21,lettuce,vegetables,14.136,piece,2109,814622.34,CZK,Store D,Czech Republic,2023
22,spinach,vegetables,16.491999999999997,kg,3135,866324.76,CZK,Store D,Czech Republic,2023
23,soy bean,vegetables,18.848,kg,1460,893842.84,CZK,Store D,Czech Republic,2023
24,cauliflower,vegetables,14.136,piece,4763,961172.61,CZK,Store D,Czech Republic,2023
25,bell pepper,vegetables,16.491999999999997,kg,2593,1003936.36,CZK,Store D,Czech Republic,2023
26,chilli pepper,vegetables,11.78,kg,253,1006916.7,CZK,Store D,Czech Republic,2023
27,turnip,vegetables,9.424,kg,4513,1049447.22,CZK,Store D,Czech Republic,2023
28,corn,vegetables,7.068,kg,1106,1057264.42,CZK,Store D,Czech Republic,2023
29,sweetcorn,vegetables,9.424,kg,2241,1078383.61,CZK,Store D,Czech Republic,2023
30,sweet potato,vegetables,11.78,kg,4919,1136329.43,CZK,Store D,Czech Republic,2023
31,paprika,vegetables,47.12,kg,190,1145282.23,CZK,Store D,Czech Republic,2023
32,jalepeno,vegetables,47.12,kg,2390,1257899.03,CZK,Store D,Czech Republic,2023
33,ginger,vegetables,35.339999999999996,kg,5367,1447568.81,CZK,Store D,Czech Republic,2023
34,garlic,vegetables,35.339999999999996,kg,698,1472236.13,CZK,Store D,Czech Republic,2023
35,peas,vegetables,70.67999999999999,kg,1152,1553659.49,CZK,Store D,Czech Republic,2023
36,eggplant,vegetables,35.339999999999996,kg,641,1576312.43,CZK,Store D,Czech Republic,2023
1,banana,fruits,11.78,kg,425,5006.5,CZK,Store E,Czech Republic,2023
2,apple,fruits,16.491999999999997,kg,2250,42113.5,CZK,Store E,Czech Republic,2023
3,pear,fruits,14.136,kg,1436,62412.8,CZK,Store E,Czech Republic,2023
4,grapes,fruits,28.272,kg,402,73778.14,CZK,Store E,Czech Republic,2023
5,orange,fruits,18.848,kg,1107,94642.88,CZK,Store E,Czech Republic,2023
6,kiwi,fruits,21.204,piece,5183,204543.21,CZK,Store E,Czech Republic,2023
7,watermelon,fruits,117.8,kg,2696,522132.01,CZK,Store E,Czech Republic,2023
8,pomegranate,fruits,58.9,kg,1748,625089.21,CZK,Store E,Czech Republic,2023
9,pineapple,fruits,35.339999999999996,piece,1612,682057.29,CZK,Store E,Czech Republic,2023
10,mango,fruits,47.12,piece,129,688135.77,CZK,Store E,Czech Republic,2023
11,cucumber,vegetables,9.424,piece,533,693158.76,CZK,Store E,Czech Republic,2023
12,carrot,vegetables,7.068,kg,1513,703852.64,CZK,Store E,Czech Republic,2023
13,capsicum,vegetables,11.78,kg,1266,718766.12,CZK,Store E,Czech Republic,2023
14,onion,vegetables,4.712,kg,4027,737741.35,CZK,Store E,Czech Republic,2023
15,potato,vegetables,7.068,kg,960,744526.63,CZK,Store E,Czech Republic,2023
16,lemon,vegetables,9.424,kg,521,749436.53,CZK,Store E,Czech Republic,2023
17,tomato,vegetables,14.136,kg,458,755910.82,CZK,Store E,Czech Republic,2023
18,raddish,vegetables,7.068,kg,1136,763940.07,CZK,Store E,Czech Republic,2023
19,beetroot,vegetables,9.424,kg,5373,814575.22,CZK,Store E,Czech Republic,2023
20,cabbage,vegetables,11.78,piece,395,819228.32,CZK,Store E,Czech Republic,2023
21,lettuce,vegetables,14.136,piece,3911,874514.22,CZK,Store E,Czech Republic,2023
22,spinach,vegetables,16.491999999999997,kg,1666,901989.89,CZK,Store E,Czech Republic,2023
23,soy bean,vegetables,18.848,kg,2789,954556.96,CZK,Store E,Czech Republic,2023
24,cauliflower,vegetables,14.136,piece,3619,1005715.14,CZK,Store E,Czech Republic,2023
25,bell pepper,vegetables,16.491999999999997,kg,3334,1060699.47,CZK,Store E,Czech Republic,2023
26,chilli pepper,vegetables,11.78,kg,835,1070535.77,CZK,Store E,Czech Republic,2023
27,turnip,vegetables,9.424,kg,2480,1093907.29,CZK,Store E,Czech Republic,2023
28,corn,vegetables,7.068,kg,537,1097702.81,CZK,Store E,Czech Republic,2023
29,sweetcorn,vegetables,9.424,kg,1460,1111461.85,CZK,Store E,Czech Republic,2023
30,sweet potato,vegetables,11.78,kg,4655,1166297.75,CZK,Store E,Czech Republic,2023
31,paprika,vegetables,47.12,kg,197,1175580.39,CZK,Store E,Czech Republic,2023
32,jalepeno,vegetables,47.12,kg,1000,1222700.39,CZK,Store E,Czech Republic,2023
33,ginger,vegetables,35.339999999999996,kg,3204,1335929.75,CZK,Store E,Czech Republic,2023
34,garlic,vegetables,35.339999999999996,kg,2498,1424209.07,CZK,Store E,Czech Republic,2023
35,peas,vegetables,70.67999999999999,kg,662,1470999.23,CZK,Store E,Czech Republic,2023
36,eggplant,vegetables,35.339999999999996,kg,1257,1515421.61,CZK,Store E,Czech Republic,2023
