PRODUCTID,PRODUCT,TYPE,UNITPRICE,UNIT,QTY,TOTALSALES,CURRENCY,STORE,COUNTRY,YEAR
29,sweetcorn,vegetables,0.4,kg,14537,670234.2,EUR,Store H,Germany,2021
30,sweet potato,vegetables,0.5,kg,45545,693006.7,EUR,Store H,Germany,2021
31,paprika,vegetables,2.0,kg,459,693924.7,EUR,Store H,Germany,2021
32,jalepeno,vegetables,2.0,kg,86845,867614.7,EUR,Store H,Germany,2021
33,ginger,vegetables,1.5,kg,42088,930746.7,EUR,Store H,Germany,2021
34,garlic,vegetables,1.5,kg,2337,934252.2,EUR,Store H,Germany,2021
35,peas,vegetables,3.0,kg,8950,961102.2,EUR,Store H,Germany,2021
36,eggplant,vegetables,1.5,kg,61029,1052645.7,EUR,Store H,Germany,2021
1,banana,fruits,0.5,kg,6786,3393.0,EUR,Store I,Germany,2021
2,apple,fruits,0.7,kg,4179,6318.3,EUR,Store I,Germany,2021
3,pear,fruits,0.6,kg,32217,25648.5,EUR,Store I,Germany,2021
4,grapes,fruits,1.2,kg,30952,62790.9,EUR,Store I,Germany,2021
5,orange,fruits,0.8,kg,8370,69486.9,EUR,Store I,Germany,2021
6,kiwi,fruits,0.9,piece,56954,120745.5,EUR,Store I,Germany,2021
7,watermelon,fruits,5.0,kg,1233,126910.5,EUR,Store I,Germany,2021
8,pomegranate,fruits,2.5,kg,45129,239733.0,EUR,Store I,Germany,2021
9,pineapple,fruits,1.5,piece,4096,245877.0,EUR,Store I,Germany,2021
10,mango,fruits,2.0,piece,16354,278585.0,EUR,Store I,Germany,2021
11,cucumber,vegetables,0.4,piece,50780,298897.0,EUR,Store I,Germany,2021
12,carrot,vegetables,0.3,kg,25512,306550.6,EUR,Store I,Germany,2021
13,capsicum,vegetables,0.5,kg,20504,316802.6,EUR,Store I,Germany,2021
14,onion,vegetables,0.2,kg,43420,325486.6,EUR,Store I,Germany,2021
15,potato,vegetables,0.3,kg,54395,341805.1,EUR,Store I,Germany,2021
16,lemon,vegetables,0.4,kg,69648,369664.3,EUR,Store I,Germany,2021
17,tomato,vegetables,0.6,kg,23176,383569.9,EUR,Store I,Germany,2021
18,raddish,vegetables,0.3,kg,64797,403009.0,EUR,Store I,Germany,2021
19,beetroot,vegetables,0.4,kg,27673,414078.2,EUR,Store I,Germany,2021
20,cabbage,vegetables,0.5,piece,45801,436978.7,EUR,Store I,Germany,2021
21,lettuce,vegetables,0.6,piece,16666,446978.3,EUR,Store I,Germany,2021
22,spinach,vegetables,0.7,kg,49966,481954.5,EUR,Store I,Germany,2021
23,soy bean,vegetables,0.8,kg,86302,550996.1,EUR,Store I,Germany,2021
24,cauliflower,vegetables,0.6,piece,603,551357.9,EUR,Store I,Germany,2021
25,bell pepper,vegetables,0.7,kg,28764,571492.7,EUR,Store I,Germany,2021
26,chilli pepper,vegetables,0.5,kg,53223,598104.2,EUR,Store I,Germany,2021
27,turnip,vegetables,0.4,kg,20607,606347.0,EUR,Store I,Germany,2021
28,corn,vegetables,0.3,kg,18635,611937.5,EUR,Store I,Germany,2021
29,sweetcorn,vegetables,0.4,kg,25968,622324.7,EUR,Store I,Germany,2021
30,sweet potato,vegetables,0.5,kg,31030,637839.7,EUR,Store I,Germany,2021
31,paprika,vegetables,2.0,kg,62670,763179.7,EUR,Store I,Germany,2021
32,jalepeno,vegetables,2.0,kg,23219,809617.7,EUR,Store I,Germany,2021
33,ginger,vegetables,1.5,kg,26049,848691.2,EUR,Store I,Germany,2021
34,garlic,vegetables,1.5,kg,28830,891936.2,EUR,Store I,Germany,2021
35,peas,vegetables,3.0,kg,476,893364.2,EUR,Store I,Germany,2021
36,eggplant,vegetables,1.5,kg,22593,927253.7,EUR,Store I,Germany,2021
1,banana,fruits,0.5,kg,17584,8792.0,EUR,Store J,Germany,2021
2,apple,fruits,0.7,kg,1274,9683.8,EUR,Store J,Germany,2021
3,pear,fruits,0.6,kg,21655,22676.8,EUR,Store J,Germany,2021
4,grapes,fruits,1.2,kg,22469,49639.6,EUR,Store J,Germany,2021
5,orange,fruits,0.8,kg,13683,60586.0,EUR,Store J,Germany,2021
6,kiwi,fruits,0.9,piece,22209,80574.1,EUR,Store J,Germany,2021
7,watermelon,fruits,5.0,kg,88694,524044.1,EUR,Store J,Germany,2021
8,pomegranate,fruits,2.5,kg,22934,581379.1,EUR,Store J,Germany,2021
9,pineapple,fruits,1.5,piece,29809,626092.6,EUR,Store J,Germany,2021
10,mango,fruits,2.0,piece,50098,726288.6,EUR,Store J,Germany,2021
11,cucumber,vegetables,0.4,piece,27446,737267.0,EUR,Store J,Germany,2021
12,carrot,vegetables,0.3,kg,775,737499.5,EUR,Store J,Germany,2021
13,capsicum,vegetables,0.5,kg,43083,759041.0,EUR,Store J,Germany,2021
14,onion,vegetables,0.2,kg,1412,759323.4,EUR,Store J,Germany,2021
15,potato,vegetables,0.3,kg,12754,763149.6,EUR,Store J,Germany,2021
16,lemon,vegetables,0.4,kg,9242,766846.4,EUR,Store J,Germany,2021
17,tomato,vegetables,0.6,kg,5146,769934.0,EUR,Store J,Germany,2021
18,raddish,vegetables,0.3,kg,27533,778193.9,EUR,Store J,Germany,2021
19,beetroot,vegetables,0.4,kg,59101,801834.3,EUR,Store J,Germany,2021
20,cabbage,vegetables,0.5,piece,20994,812331.3,EUR,Store J,Germany,2021
21,lettuce,vegetables,0.6,piece,42990,838125.3,EUR,Store J,Germany,2021
22,spinach,vegetables,0.7,kg,8518,844087.9,EUR,Store J,Germany,2021
23,soy bean,vegetables,0.8,kg,12825,854347.9,EUR,Store J,Germany,2021
24,cauliflower,vegetables,0.6,piece,6764,858406.3,EUR,Store J,Germany,2021
25,bell pepper,vegetables,0.7,kg,4983,861894.4,EUR,Store J,Germany,2021
26,chilli pepper,vegetables,0.5,kg,12715,868251.9,EUR,Store J,Germany,2021
27,turnip,vegetables,0.4,kg,27324,879181.5,EUR,Store J,Germany,2021
28,corn,vegetables,0.3,kg,21535,885642.0,EUR,Store J,Germany,2021
29,sweetcorn,vegetables,0.4,kg,31855,898384.0,EUR,Store J,Germany,2021
30,sweet potato,vegetables,0.5,kg,21765,909266.5,EUR,Store J,Germany,2021
31,paprika,vegetables,2.0,kg,48434,1006134.5,EUR,Store J,Germany,2021
32,jalepeno,vegetables,2.0,kg,27868,1061870.5,EUR,Store J,Germany,2021
33,ginger,vegetables,1.5,kg,82559,1185709.0,EUR,Store J,Germany,2021
34,garlic,vegetables,1.5,kg,61839,1278467.5,EUR,Store J,Germany,2021
35,peas,vegetables,3.0,kg,12304,1315379.5,EUR,Store J,Germany,2021
36,eggplant,vegetables,1.5,kg,30475,1361092.0,EUR,Store J,Germany,2021
1,banana,fruits,0.5,kg,4782,2391.0,EUR,Store K,Germany,2021
2,apple,fruits,0.7,kg,25428,20190.6,EUR,Store K,Germany,2021
3,pear,fruits,0.6,kg,9542,25915.8,EUR,Store K,Germany,2021
4,grapes,fruits,1.2,kg,27064,58392.6,EUR,Store K,Germany,2021
5,orange,fruits,0.8,kg,10251,66593.4,EUR,Store K,Germany,2021
6,kiwi,fruits,0.9,piece,27970,91766.4,EUR,Store K,Germany,2021
7,watermelon,fruits,5.0,kg,53236,357946.4,EUR,Store K,Germany,2021
8,pomegranate,fruits,2.5,kg,13518,391741.4,EUR,Store K,Germany,2021
9,pineapple,fruits,1.5,piece,23484,426967.4,EUR,Store K,Germany,2021
10,mango,fruits,2.0,piece,11678,450323.4,EUR,Store K,Germany,2021
11,cucumber,vegetables,0.4,piece,9390,454079.4,EUR,Store K,Germany,2021
12,carrot,vegetables,0.3,kg,51381,469493.7,EUR,Store K,Germany,2021
13,capsicum,vegetables,0.5,kg,38471,488729.2,EUR,Store K,Germany,2021
14,onion,vegetables,0.2,kg,1119,488953.0,EUR,Store K,Germany,2021
15,potato,vegetables,0.3,kg,24085,496178.5,EUR,Store K,Germany,2021
16,lemon,vegetables,0.4,kg,3832,497711.3,EUR,Store K,Germany,2021
17,tomato,vegetables,0.6,kg,63375,535736.3,EUR,Store K,Germany,2021
18,raddish,vegetables,0.3,kg,28005,544137.8,EUR,Store K,Germany,2021
19,beetroot,vegetables,0.4,kg,52271,565046.2,EUR,Store K,Germany,2021
20,cabbage,vegetables,0.5,piece,84198,607145.2,EUR,Store K,Germany,2021
21,lettuce,vegetables,0.6,piece,20028,619162.0,EUR,Store K,Germany,2021
22,spinach,vegetables,0.7,kg,13297,628469.9,EUR,Store K,Germany,2021
23,soy bean,vegetables,0.8,kg,22645,646585.9,EUR,Store K,Germany,2021
24,cauliflower,vegetables,0.6,piece,8952,651957.1,EUR,Store K,Germany,2021
25,bell pepper,vegetables,0.7,kg,4785,655306.6,EUR,Store K,Germany,2021
26,chilli pepper,vegetables,0.5,kg,53890,682251.6,EUR,Store K,Germany,2021
27,turnip,vegetables,0.4,kg,10224,686341.2,EUR,Store K,Germany,2021
28,corn,vegetables,0.3,kg,25948,694125.6,EUR,Store K,Germany,2021
29,sweetcorn,vegetables,0.4,kg,59541,717942.0,EUR,Store K,Germany,2021
30,sweet potato,vegetables,0.5,kg,56251,746067.5,EUR,Store K,Germany,2021
31,paprika,vegetables,2.0,kg,18601,783269.5,EUR,Store K,Germany,2021
32,jalepeno,vegetables,2.0,kg,21887,827043.5,EUR,Store K,Germany,2021
33,ginger,vegetables,1.5,kg,50845,903311.0,EUR,Store K,Germany,2021
34,garlic,vegetables,1.5,kg,38338,960818.0,EUR,Store K,Germany,2021
35,peas,vegetables,3.0,kg,15605,1007633.0,EUR,Store K,Germany,2021
36,eggplant,vegetables,1.5,kg,41114,1069304.0,EUR,Store K,Germany,2021
1,banana,fruits,0.5,kg,78759,39379.5,EUR,Store L,Germany,2021
2,apple,fruits,0.7,kg,75119,91962.8,EUR,Store L,Germany,2021
3,pear,fruits,0.6,kg,2534,93483.2,EUR,Store L,Germany,2021
4,grapes,fruits,1.2,kg,13667,109883.6,EUR,Store L,Germany,2021
5,orange,fruits,0.8,kg,28635,132791.6,EUR,Store L,Germany,2021
6,kiwi,fruits,0.9,piece,54488,181830.8,EUR,Store L,Germany,2021
7,watermelon,fruits,5.0,kg,3954,201600.8,EUR,Store L,Germany,2021
8,pomegranate,fruits,2.5,kg,1904,206360.8,EUR,Store L,Germany,2021
9,pineapple,fruits,1.5,piece,82061,329452.3,EUR,Store L,Germany,2021
10,mango,fruits,2.0,piece,26745,382942.3,EUR,Store L,Germany,2021
11,cucumber,vegetables,0.4,piece,18673,390411.5,EUR,Store L,Germany,2021
12,carrot,vegetables,0.3,kg,50677,405614.6,EUR,Store L,Germany,2021
13,capsicum,vegetables,0.5,kg,41664,426446.6,EUR,Store L,Germany,2021
14,onion,vegetables,0.2,kg,264,426499.4,EUR,Store L,Germany,2021
15,potato,vegetables,0.3,kg,36941,437581.7,EUR,Store L,Germany,2021
16,lemon,vegetables,0.4,kg,77691,468658.1,EUR,Store L,Germany,2021
17,tomato,vegetables,0.6,kg,21861,481774.7,EUR,Store L,Germany,2021
18,raddish,vegetables,0.3,kg,37803,493115.6,EUR,Store L,Germany,2021
19,beetroot,vegetables,0.4,kg,15487,499310.4,EUR,Store L,Germany,2021
20,cabbage,vegetables,0.5,piece,7753,503186.9,EUR,Store L,Germany,2021
21,lettuce,vegetables,0.6,piece,6309,506972.3,EUR,Store L,Germany,2021
22,spinach,vegetables,0.7,kg,4610,510199.3,EUR,Store L,Germany,2021
23,soy bean,vegetables,0.8,kg,6023,515017.7,EUR,Store L,Germany,2021
24,cauliflower,vegetables,0.6,piece,20096,527075.3,EUR,Store L,Germany,2021
25,bell pepper,vegetables,0.7,kg,16107,538350.2,EUR,Store L,Germany,2021
26,chilli pepper,vegetables,0.5,kg,38368,557534.2,EUR,Store L,Germany,2021
27,turnip,vegetables,0.4,kg,54346,579272.6,EUR,Store L,Germany,2021
28,corn,vegetables,0.3,kg,54584,595647.8,EUR,Store L,Germany,2021
29,sweetcorn,vegetables,0.4,kg,24837,605582.6,EUR,Store L,Germany,2021
30,sweet potato,vegetables,0.5,kg,82150,646657.6,EUR,Store L,Germany,2021
31,paprika,vegetables,2.0,kg,22199,691055.6,EUR,Store L,Germany,2021
32,jalepeno,vegetables,2.0,kg,21525,734105.6,EUR,Store L,Germany,2021
33,ginger,vegetables,1.5,kg,1843,736870.1,EUR,Store L,Germany,2021
34,garlic,vegetables,1.5,kg,2845,741137.6,EUR,Store L,Germany,2021
35,peas,vegetables,3.0,kg,5580,757877.6,EUR,Store L,Germany,2021
36,eggplant,vegetables,1.5,kg,47003,828382.1,EUR,Store L,Germany,2021
1,banana,fruits,0.5,kg,25885,12942.5,EUR,Store M,Germany,2021
2,apple,fruits,0.7,kg,75,12995.0,EUR,Store M,Germany,2021
3,pear,fruits,0.6,kg,55282,46164.2,EUR,Store M,Germany,2021
4,grapes,fruits,1.2,kg,19216,69223.4,EUR,Store M,Germany,2021
5,orange,fruits,0.8,kg,23058,87669.8,EUR,Store M,Germany,2021
6,kiwi,fruits,0.9,piece,18861,104644.7,EUR,Store M,Germany,2021
7,watermelon,fruits,5.0,kg,71081,460049.7,EUR,Store M,Germany,2021
8,pomegranate,fruits,2.5,kg,57393,603532.2,EUR,Store M,Germany,2021
9,pineapple,fruits,1.5,piece,5977,612497.7,EUR,Store M,Germany,2021
10,mango,fruits,2.0,piece,7096,626689.7,EUR,Store M,Germany,2021
11,cucumber,vegetables,0.4,piece,42908,643852.9,EUR,Store M,Germany,2021
12,carrot,vegetables,0.3,kg,27870,652213.9,EUR,Store M,Germany,2021
13,capsicum,vegetables,0.5,kg,2753,653590.4,EUR,Store M,Germany,2021
14,onion,vegetables,0.2,kg,24359,658462.2,EUR,Store M,Germany,2021
15,potato,vegetables,0.3,kg,6585,660437.7,EUR,Store M,Germany,2021
16,lemon,vegetables,0.4,kg,7994,663635.3,EUR,Store M,Germany,2021
17,tomato,vegetables,0.6,kg,14210,672161.3,EUR,Store M,Germany,2021
18,raddish,vegetables,0.3,kg,13917,676336.4,EUR,Store M,Germany,2021
19,beetroot,vegetables,0.4,kg,55388,698491.6,EUR,Store M,Germany,2021
20,cabbage,vegetables,0.5,piece,15620,706301.6,EUR,Store M,Germany,2021
21,lettuce,vegetables,0.6,piece,42306,731685.2,EUR,Store M,Germany,2021
22,spinach,vegetables,0.7,kg,386,731955.4,EUR,Store M,Germany,2021
23,soy bean,vegetables,0.8,kg,48919,771090.6,EUR,Store M,Germany,2021
24,cauliflower,vegetables,0.6,piece,45707,798514.8,EUR,Store M,Germany,2021
25,bell pepper,vegetables,0.7,kg,44871,829924.5,EUR,Store M,Germany,2021
26,chilli pepper,vegetables,0.5,kg,33440,846644.5,EUR,Store M,Germany,2021
27,turnip,vegetables,0.4,kg,27990,857840.5,EUR,Store M,Germany,2021
28,corn,vegetables,0.3,kg,27937,866221.6,EUR,Store M,Germany,2021
29,sweetcorn,vegetables,0.4,kg,17920,873389.6,EUR,Store M,Germany,2021
30,sweet potato,vegetables,0.5,kg,51339,899059.1,EUR,Store M,Germany,2021
31,paprika,vegetables,2.0,kg,11949,922957.1,EUR,Store M,Germany,2021
32,jalepeno,vegetables,2.0,kg,34030,991017.1,EUR,Store M,Germany,2021
33,ginger,vegetables,1.5,kg,52624,1069953.1,EUR,Store M,Germany,2021
34,garlic,vegetables,1.5,kg,44708,1137015.1,EUR,Store M,Germany,2021
35,peas,vegetables,3.0,kg,51897,1292706.1,EUR,Store M,Germany,2021
36,eggplant,vegetables,1.5,kg,46151,1361932.6,EUR,Store M,Germany,2021
1,banana,fruits,0.5,kg,25044,12522.0,EUR,Store N,Germany,2021
2,apple,fruits,0.7,kg,16211,23869.7,EUR,Store N,Germany,2021
3,pear,fruits,0.6,kg,25118,38940.5,EUR,Store N,Germany,2021
4,grapes,fruits,1.2,kg,2204,41585.3,EUR,Store N,Germany,2021
5,orange,fruits,0.8,kg,19001,56786.1,EUR,Store N,Germany,2021
6,kiwi,fruits,0.9,piece,11899,67495.2,EUR,Store N,Germany,2021
7,watermelon,fruits,5.0,kg,56132,348155.2,EUR,Store N,Germany,2021
8,pomegranate,fruits,2.5,kg,74878,535350.2,EUR,Store N,Germany,2021
9,pineapple,fruits,1.5,piece,5992,544338.2,EUR,Store N,Germany,2021
10,mango,fruits,2.0,piece,25692,595722.2,EUR,Store N,Germany,2021
11,cucumber,vegetables,0.4,piece,43500,613122.2,EUR,Store N,Germany,2021
12,carrot,vegetables,0.3,kg,3324,614119.4,EUR,Store N,Germany,2021
13,capsicum,vegetables,0.5,kg,81520,654879.4,EUR,Store N,Germany,2021
14,onion,vegetables,0.2,kg,48760,664631.4,EUR,Store N,Germany,2021
15,potato,vegetables,0.3,kg,33266,674611.2,EUR,Store N,Germany,2021
16,lemon,vegetables,0.4,kg,25713,684896.4,EUR,Store N,Germany,2021
17,tomato,vegetables,0.6,kg,10217,691026.6,EUR,Store N,Germany,2021
18,raddish,vegetables,0.3,kg,4160,692274.6,EUR,Store N,Germany,2021
19,beetroot,vegetables,0.4,kg,56351,714815.0,EUR,Store N,Germany,2021
20,cabbage,vegetables,0.5,piece,31220,730425.0,EUR,Store N,Germany,2021
21,lettuce,vegetables,0.6,piece,88658,783619.8,EUR,Store N,Germany,2021
22,spinach,vegetables,0.7,kg,44147,814522.7,EUR,Store N,Germany,2021
23,soy bean,vegetables,0.8,kg,8892,821636.3,EUR,Store N,Germany,2021
24,cauliflower,vegetables,0.6,piece,87802,874317.5,EUR,Store N,Germany,2021
25,bell pepper,vegetables,0.7,kg,3166,876533.7,EUR,Store N,Germany,2021
26,chilli pepper,vegetables,0.5,kg,11386,882226.7,EUR,Store N,Germany,2021
27,turnip,vegetables,0.4,kg,48505,901628.7,EUR,Store N,Germany,2021
28,corn,vegetables,0.3,kg,62007,920230.8,EUR,Store N,Germany,2021
29,sweetcorn,vegetables,0.4,kg,22392,929187.6,EUR,Store N,Germany,2021
30,sweet potato,vegetables,0.5,kg,29216,943795.6,EUR,Store N,Germany,2021
31,paprika,vegetables,2.0,kg,77695,1099185.6,EUR,Store N,Germany,2021
32,jalepeno,vegetables,2.0,kg,29602,1158389.6,EUR,Store N,Germany,2021
33,ginger,vegetables,1.5,kg,25477,1196605.1,EUR,Store N,Germany,2021
34,garlic,vegetables,1.5,kg,27435,1237757.6,EUR,Store N,Germany,2021
35,peas,vegetables,3.0,kg,53784,1399109.6,EUR,Store N,Germany,2021
36,eggplant,vegetables,1.5,kg,7451,1410286.1,EUR,Store N,Germany,2021
1,banana,fruits,0.5,kg,59751,29875.5,EUR,Store O,Germany,2021
2,apple,fruits,0.7,kg,28581,49882.2,EUR,Store O,Germany,2021
3,pear,fruits,0.6,kg,38355,72895.2,EUR,Store O,Germany,2021
4,grapes,fruits,1.2,kg,24504,102300.0,EUR,Store O,Germany,2021
5,orange,fruits,0.8,kg,20171,118436.8,EUR,Store O,Germany,2021
6,kiwi,fruits,0.9,piece,640,119012.8,EUR,Store O,Germany,2021
7,watermelon,fruits,5.0,kg,9449,166257.8,EUR,Store O,Germany,2021
8,pomegranate,fruits,2.5,kg,56747,308125.3,EUR,Store O,Germany,2021
9,pineapple,fruits,1.5,piece,23056,342709.3,EUR,Store O,Germany,2021
10,mango,fruits,2.0,piece,8572,359853.3,EUR,Store O,Germany,2021
11,cucumber,vegetables,0.4,piece,17103,366694.5,EUR,Store O,Germany,2021
12,carrot,vegetables,0.3,kg,1579,367168.2,EUR,Store O,Germany,2021
13,capsicum,vegetables,0.5,kg,49570,391953.2,EUR,Store O,Germany,2021
14,onion,vegetables,0.2,kg,13443,394641.8,EUR,Store O,Germany,2021
15,potato,vegetables,0.3,kg,55363,411250.7,EUR,Store O,Germany,2021
16,lemon,vegetables,0.4,kg,40372,427399.5,EUR,Store O,Germany,2021
17,tomato,vegetables,0.6,kg,20550,439729.5,EUR,Store O,Germany,2021
18,raddish,vegetables,0.3,kg,19085,445455.0,EUR,Store O,Germany,2021
19,beetroot,vegetables,0.4,kg,6988,448250.2,EUR,Store O,Germany,2021
20,cabbage,vegetables,0.5,piece,2456,449478.2,EUR,Store O,Germany,2021
21,lettuce,vegetables,0.6,piece,4720,452310.2,EUR,Store O,Germany,2021
22,spinach,vegetables,0.7,kg,55356,491059.4,EUR,Store O,Germany,2021
23,soy bean,vegetables,0.8,kg,48451,529820.2,EUR,Store O,Germany,2021
24,cauliflower,vegetables,0.6,piece,26843,545926.0,EUR,Store O,Germany,2021
25,bell pepper,vegetables,0.7,kg,3080,548082.0,EUR,Store O,Germany,2021
26,chilli pepper,vegetables,0.5,kg,30795,563479.5,EUR,Store O,Germany,2021
27,turnip,vegetables,0.4,kg,25041,573495.9,EUR,Store O,Germany,2021
28,corn,vegetables,0.3,kg,12439,577227.6,EUR,Store O,Germany,2021
29,sweetcorn,vegetables,0.4,kg,15984,583621.2,EUR,Store O,Germany,2021
30,sweet potato,vegetables,0.5,kg,55088,611165.2,EUR,Store O,Germany,2021
31,paprika,vegetables,2.0,kg,25719,662603.2,EUR,Store O,Germany,2021
32,jalepeno,vegetables,2.0,kg,55711,774025.2,EUR,Store O,Germany,2021
33,ginger,vegetables,1.5,kg,47457,845210.7,EUR,Store O,Germany,2021
34,garlic,vegetables,1.5,kg,20871,876517.2,EUR,Store O,Germany,2021
35,peas,vegetables,3.0,kg,46834,1017019.2,EUR,Store O,Germany,2021
36,eggplant,vegetables,1.5,kg,30073,1062128.7,EUR,Store O,Germany,2021
1,banana,fruits,0.5,kg,39776,19888.0,EUR,Store A,Germany,2022
2,apple,fruits,0.7,kg,18327,32716.9,EUR,Store A,Germany,2022
3,pear,fruits,0.6,kg,7745,37363.9,EUR,Store A,Germany,2022
4,grapes,fruits,1.2,kg,49122,96310.3,EUR,Store A,Germany,2022
5,orange,fruits,0.8,kg,243,96504.7,EUR,Store A,Germany,2022
6,kiwi,fruits,0.9,piece,58647,149287.0,EUR,Store A,Germany,2022
7,watermelon,fruits,5.0,kg,34607,322322.0,EUR,Store A,Germany,2022
8,pomegranate,fruits,2.5,kg,2150,327697.0,EUR,Store A,Germany,2022
9,pineapple,fruits,1.5,piece,2920,332077.0,EUR,Store A,Germany,2022
10,mango,fruits,2.0,piece,3467,339011.0,EUR,Store A,Germany,2022
11,cucumber,vegetables,0.4,piece,88595,374449.0,EUR,Store A,Germany,2022
12,carrot,vegetables,0.3,kg,53922,390625.6,EUR,Store A,Germany,2022
13,capsicum,vegetables,0.5,kg,81105,431178.1,EUR,Store A,Germany,2022
14,onion,vegetables,0.2,kg,9559,433089.9,EUR,Store A,Germany,2022
15,potato,vegetables,0.3,kg,46374,447002.1,EUR,Store A,Germany,2022
16,lemon,vegetables,0.4,kg,24093,456639.3,EUR,Store A,Germany,2022
17,tomato,vegetables,0.6,kg,5555,459972.3,EUR,Store A,Germany,2022
18,raddish,vegetables,0.3,kg,19328,465770.7,EUR,Store A,Germany,2022
19,beetroot,vegetables,0.4,kg,38471,481159.1,EUR,Store A,Germany,2022
20,cabbage,vegetables,0.5,piece,69323,515820.6,EUR,Store A,Germany,2022
21,lettuce,vegetables,0.6,piece,45881,543349.2,EUR,Store A,Germany,2022
22,spinach,vegetables,0.7,kg,84472,602479.6,EUR,Store A,Germany,2022
23,soy bean,vegetables,0.8,kg,40946,635236.4,EUR,Store A,Germany,2022
24,cauliflower,vegetables,0.6,piece,59397,670874.6,EUR,Store A,Germany,2022
25,bell pepper,vegetables,0.7,kg,11079,678629.9,EUR,Store A,Germany,2022
26,chilli pepper,vegetables,0.5,kg,24344,690801.9,EUR,Store A,Germany,2022
27,turnip,vegetables,0.4,kg,1585,691435.9,EUR,Store A,Germany,2022
28,corn,vegetables,0.3,kg,26724,699453.1,EUR,Store A,Germany,2022
29,sweetcorn,vegetables,0.4,kg,23420,708821.1,EUR,Store A,Germany,2022
30,sweet potato,vegetables,0.5,kg,48212,732927.1,EUR,Store A,Germany,2022
31,paprika,vegetables,2.0,kg,20553,774033.1,EUR,Store A,Germany,2022
32,jalepeno,vegetables,2.0,kg,82241,938515.1,EUR,Store A,Germany,2022
33,ginger,vegetables,1.5,kg,71427,1045655.6,EUR,Store A,Germany,2022
34,garlic,vegetables,1.5,kg,47635,1117108.1,EUR,Store A,Germany,2022
35,peas,vegetables,3.0,kg,59017,1294159.1,EUR,Store A,Germany,2022
36,eggplant,vegetables,1.5,kg,2683,1298183.6,EUR,Store A,Germany,2022
1,banana,fruits,0.5,kg,24168,12084.0,EUR,Store B,Germany,2022
2,apple,fruits,0.7,kg,26979,30969.3,EUR,Store B,Germany,2022
3,pear,fruits,0.6,kg,17525,41484.3,EUR,Store B,Germany,2022
4,grapes,fruits,1.2,kg,12240,56172.3,EUR,Store B,Germany,2022
5,orange,fruits,0.8,kg,12436,66121.1,EUR,Store B,Germany,2022
6,kiwi,fruits,0.9,piece,20423,84501.8,EUR,Store B,Germany,2022
7,watermelon,fruits,5.0,kg,53563,352316.8,EUR,Store B,Germany,2022
8,pomegranate,fruits,2.5,kg,57008,494836.8,EUR,Store B,Germany,2022
9,pineapple,fruits,1.5,piece,62559,588675.3,EUR,Store B,Germany,2022
10,mango,fruits,2.0,piece,10340,609355.3,EUR,Store B,Germany,2022
11,cucumber,vegetables,0.4,piece,74637,639210.1,EUR,Store B,Germany,2022
12,carrot,vegetables,0.3,kg,89127,665948.2,EUR,Store B,Germany,2022
13,capsicum,vegetables,0.5,kg,184,666040.2,EUR,Store B,Germany,2022
14,onion,vegetables,0.2,kg,70664,680173.0,EUR,Store B,Germany,2022
15,potato,vegetables,0.3,kg,42978,693066.4,EUR,Store B,Germany,2022
16,lemon,vegetables,0.4,kg,11962,697851.2,EUR,Store B,Germany,2022
17,tomato,vegetables,0.6,kg,1911,698997.8,EUR,Store B,Germany,2022
18,raddish,vegetables,0.3,kg,25140,706539.8,EUR,Store B,Germany,2022
19,beetroot,vegetables,0.4,kg,1875,707289.8,EUR,Store B,Germany,2022
20,cabbage,vegetables,0.5,piece,51068,732823.8,EUR,Store B,Germany,2022
21,lettuce,vegetables,0.6,piece,13330,740821.8,EUR,Store B,Germany,2022
22,spinach,vegetables,0.7,kg,41714,770021.6,EUR,Store B,Germany,2022
23,soy bean,vegetables,0.8,kg,49243,809416.0,EUR,Store B,Germany,2022
24,cauliflower,vegetables,0.6,piece,9202,814937.2,EUR,Store B,Germany,2022
25,bell pepper,vegetables,0.7,kg,21976,830320.4,EUR,Store B,Germany,2022
26,chilli pepper,vegetables,0.5,kg,77916,869278.4,EUR,Store B,Germany,2022
27,turnip,vegetables,0.4,kg,45772,887587.2,EUR,Store B,Germany,2022
28,corn,vegetables,0.3,kg,53902,903757.8,EUR,Store B,Germany,2022
29,sweetcorn,vegetables,0.4,kg,33798,917277.0,EUR,Store B,Germany,2022
30,sweet potato,vegetables,0.5,kg,89913,962233.5,EUR,Store B,Germany,2022
31,paprika,vegetables,2.0,kg,85018,1132269.5,EUR,Store B,Germany,2022
32,jalepeno,vegetables,2.0,kg,2176,1136621.5,EUR,Store B,Germany,2022
33,ginger,vegetables,1.5,kg,48272,1209029.5,EUR,Store B,Germany,2022
34,garlic,vegetables,1.5,kg,24931,1246426.0,EUR,Store B,Germany,2022
35,peas,vegetables,3.0,kg,75731,1473619.0,EUR,Store B,Germany,2022
36,eggplant,vegetables,1.5,kg,73879,1584437.5,EUR,Store B,Germany,2022
1,banana,fruits,0.5,kg,19904,9952.0,EUR,Store C,Germany,2022
2,apple,fruits,0.7,kg,39429,37552.3,EUR,Store C,Germany,2022
3,pear,fruits,0.6,kg,36441,59416.9,EUR,Store C,Germany,2022
4,grapes,fruits,1.2,kg,12146,73992.1,EUR,Store C,Germany,2022
5,orange,fruits,0.8,kg,38397,104709.7,EUR,Store C,Germany,2022
